product_id,sku,product_name,category,subcategory,brand,uom,unit_cost,unit_price,weight_kg,is_discontinued,created_date
72,sku-af-00072,air filter l - branda pro,air_filter,air_l,branda,ea,6.36,8.59,1.11,false,2022-11-26 00:00:00
73,sku-of-00073,oil filter m - branda max,oil_filter,oil_m,branda,ea,12.53,18.79,0.49,false,2023-06-11 00:00:00
74,sku-af-00074,air filter l - brandf series-2,air_filter,air_l,brandf,ea,7.9,10.67,0.72,false,2023-06-30 00:00:00
75,sku-of-00075,oil filter xl - branda series-3,oil_filter,oil_xl,branda,ea,7.61,13.7,0.66,false,2025-11-11 00:00:00
76,sku-of-00076,oil filter m - brandf series-1,oil_filter,oil_m,brandf,ea,9.68,13.07,0.79,false,2023-03-27 00:00:00
78,sku-cf-00078,cabin filter l - branda max,cabin_filter,cabin_l,branda,ea,10.03,15.04,0.81,false,2023-06-13 00:00:00
79,sku-af-00079,air filter m - brandd series-1,air_filter,air_m,brandd,ea,9.23,12.46,0.68,false,2023-02-22 00:00:00
80,sku-of-00080,oil filter l - brande series-1,oil_filter,oil_l,brande,box,8.34,10.01,0.8,false,2023-06-27 00:00:00
81,sku-tf-00081,transmission filter s - brandb series-1,transmission_filter,transmission_s,brandb,box,23.47,31.68,2.92,false,2024-06-17 00:00:00
82,sku-af-00082,air filter s - brandh pro,air_filter,air_s,brandh,ea,10.44,15.66,0.36,false,2023-01-10 00:00:00
83,sku-of-00083,oil filter xl - brandg series-2,oil_filter,oil_xl,brandg,ea,11.53,13.84,1.12,false,2025-08-21 00:00:00
84,sku-of-00084,oil filter m - brandc series-2,oil_filter,oil_m,brandc,ea,12.72,15.26,0.51,false,2022-06-20 00:00:00
85,sku-ef-00085,engine filter s - brandd series-2,engine_filter,engine_s,brandd,ea,16.01,24.02,1.12,false,2024-01-27 00:00:00
86,sku-ff-00086,fuel filter xl - brandg series-3,fuel_filter,fuel_xl,brandg,ea,7.11,10.67,1.33,false,2023-11-25 00:00:00
87,sku-ef-00087,engine filter l - branda series-3,engine_filter,engine_l,branda,ea,9.46,14.19,1.62,false,2022-06-03 00:00:00
88,sku-ff-00088,fuel filter xl - brandh series-2,fuel_filter,fuel_xl,brandh,ea,11.77,21.19,1.07,false,2023-11-25 00:00:00
89,sku-af-00089,air filter s - brandb series-1,air_filter,air_s,brandb,ea,5.24,7.07,0.38,false,2025-09-15 00:00:00
91,sku-ef-00091,engine filter l - brandc series-1,engine_filter,engine_l,brandc,ea,13.51,20.27,0.57,false,2025-05-11 00:00:00
92,sku-af-00092,air filter l - brandb series-3,air_filter,air_l,brandb,ea,9.69,13.08,0.71,false,2025-12-09 00:00:00
93,sku-cf-00093,cabin filter l - brandf series-2,cabin_filter,cabin_l,brandf,ea,7.96,9.55,0.84,false,2023-05-26 00:00:00
94,sku-ff-00094,fuel filter m - brandb pro,fuel_filter,fuel_m,brandb,ea,10.21,12.25,1.33,false,2024-04-03 00:00:00
95,sku-of-00095,oil filter m - brandb series-1,oil_filter,oil_m,brandb,ea,3.22,3.86,0.74,false,2025-09-20 00:00:00
96,sku-of-00096,oil filter xl - branda series-2,oil_filter,oil_xl,branda,ea,9.12,16.42,1.02,false,2023-02-26 00:00:00
97,sku-of-00097,oil filter xl - branda max,filter_misc,oil_xl,branda,box,5.76,7.78,0.81,false,2023-10-11 00:00:00
98,sku-tf-00098,transmission filter xl - brandb max,transmission_filter,transmission_xl,brandb,ea,24.99,37.48,2.43,false,2023-06-18 00:00:00
99,sku-cf-00099,cabin filter s - brandh series-3,cabin_filter,cabin_s,brandh,ea,14.06,18.98,0.83,false,2025-05-26 00:00:00
100,sku-af-00100,air filter l - brandd series-3,air_filter,air_l,brandd,ea,10.9,14.72,1.15,false,2025-07-04 00:00:00
101,sku-tf-00101,transmission filter xl - branda series-2,transmission_filter,transmission_xl,branda,ea,13.38,18.06,1.27,false,2022-11-01 00:00:00
102,sku-ff-00102,fuel filter l - branda series-3,fuel_filter,fuel_l,branda,ea,14.69,19.83,0.81,false,2022-04-23 00:00:00
103,sku-of-00103,oil filter xl - branda max,oil_filter,oil_xl,branda,ea,10.66,14.39,0.48,false,2025-05-20 00:00:00
104,sku-ff-00104,fuel filter xl - brandb series-1,fuel_filter,fuel_xl,brandb,ea,12.24,14.69,0.97,false,2023-09-29 00:00:00
105,sku-cf-00105,cabin filter m - brandb series-2,cabin_filter,cabin_m,brandb,ea,12.86,17.36,0.51,false,2022-03-13 00:00:00
106,sku-of-00106,oil filter xl - brande series-2,oil_filter,oil_xl,brande,ea,8.3,5.76,0.31,false,2024-09-07 00:00:00
107,sku-af-00107,air filter s - brandd series-2,air_filter,air_s,brandd,box,6.39,7.67,0.69,false,2025-02-20 00:00:00
108,sku-af-00108,air filter s - branda series-2,air_filter,air_s,branda,ea,3.3,5.94,0.73,false,2023-11-24 00:00:00
109,sku-ef-00109,engine filter m - branda max,engine_filter,engine_m,branda,box,14.7,26.46,1.02,false,2024-12-21 00:00:00
110,sku-ff-00110,fuel filter s - brandb series-1,fuel_filter,fuel_s,brandb,ea,5.0,9.0,0.43,false,2022-09-12 00:00:00
111,sku-ef-00111,engine filter l - brandd series-3,engine_filter,engine_l,brandd,ea,12.45,14.94,1.74,false,2024-05-08 00:00:00
112,sku-ff-00112,fuel filter s - brandc series-2,fuel_filter,fuel_s,brandc,ea,12.82,19.23,1.49,false,2022-05-25 00:00:00
113,sku-cf-00113,cabin filter s - brandf series-2,cabin_filter,cabin_s,brandf,ea,11.97,16.16,1.0,false,2022-09-16 00:00:00
114,sku-of-00114,oil filter s - brandg series-1,oil_filter,oil_s,brandg,ea,5.73,7.74,0.32,false,2023-03-06 00:00:00
115,sku-ef-00115,engine filter m - brandf pro,engine_filter,engine_m,brandf,ea,8.58,12.87,0.51,false,2025-10-07 00:00:00
116,sku-of-00116,oil filter m - brandf series-2,oil_filter,oil_m,brandf,ea,9.51,11.41,0.96,false,2023-01-15 00:00:00
117,sku-tf-00117,transmission filter m - brandf max,transmission_filter,transmission_m,brandf,ea,15.97,21.56,2.48,false,2023-05-16 00:00:00
118,sku-cf-00118,cabin filter l - brandc series-2,cabin_filter,cabin_l,brandc,ea,7.36,8.83,0.59,false,2022-05-11 00:00:00
119,sku-ff-00119,fuel filter s - brandc max,fuel_filter,fuel_s,brandc,box,12.84,23.11,0.67,false,2022-08-17 00:00:00
120,sku-cf-00120,cabin filter xl - brandf series-1,cabin_filter,cabin_xl,brandf,ea,11.99,14.39,1.11,true,2025-01-04 00:00:00
121,sku-of-00121,oil filter s - brandf max,oil_filter,oil_s,brandf,ea,12.81,23.06,0.47,false,2023-09-24 00:00:00
122,sku-ff-00122,fuel filter s - brandb series-1,fuel_filter,fuel_s,brandb,ea,12.36,14.83,1.44,false,2022-03-09 00:00:00
123,sku-ff-00123,fuel filter s - brande series-3,fuel_filter,fuel_s,brande,ea,16.82,20.18,1.99,false,2023-10-22 00:00:00
124,sku-af-00124,air filter l - brandc series-3,air_filter,air_l,brandc,ea,10.48,18.86,0.5,false,2023-11-03 00:00:00
125,sku-cf-00125,cabin filter s - brandd max,cabin_filter,cabin_s,brandd,ea,11.36,17.04,1.15,false,2025-08-14 00:00:00
126,sku-ef-00126,engine filter s - brandd series-3,engine_filter,engine_s,brandd,ea,15.03,20.29,1.03,false,2025-09-02 00:00:00
127,sku-cf-00127,cabin filter xl - brandd series-3,cabin_filter,cabin_xl,brandd,ea,10.47,23.03,1.18,true,2025-03-10 00:00:00
128,sku-ff-00128,fuel filter xl - brandg series-2,fuel_filter,fuel_xl,brandg,ea,12.9,15.48,1.84,false,2024-01-01 00:00:00
129,sku-ef-00129,engine filter xl - branda series-2,engine_filter,engine_xl,branda,box,15.97,23.96,0.79,false,2024-06-05 00:00:00
130,sku-ef-00130,engine filter xl - brandc pro,engine_filter,engine_xl,brandc,ea,19.0,34.2,0.67,false,2024-03-29 00:00:00
131,sku-af-00131,air filter xl - branda series-1,air_filter,air_xl,branda,box,8.86,7.41,0.66,false,2024-12-17 00:00:00
132,sku-cf-00132,cabin filter s - branda max,cabin_filter,cabin_s,branda,ea,11.01,16.52,1.16,true,2022-07-22 00:00:00
133,sku-ef-00133,engine filter s - brande series-3,engine_filter,engine_s,brande,ea,16.33,24.49,1.83,false,2022-05-17 00:00:00
134,sku-of-00134,oil filter s - brande series-1,oil_filter,oil_s,brande,ea,10.58,15.87,0.67,false,2022-05-28 00:00:00
135,sku-af-00135,air filter s - brandb series-1,air_filter,air_s,brandb,box,10.91,14.73,1.13,false,2024-05-08 00:00:00
136,sku-of-00136,oil filter xl - brandd series-2,oil_filter,oil_xl,brandd,ea,7.59,9.11,0.5,false,2022-03-05 00:00:00
137,sku-af-00137,air filter xl - brandg series-3,air_filter,air_xl,brandg,ea,8.04,10.85,0.83,false,2025-10-08 00:00:00
138,sku-of-00138,oil filter m - brandb series-1,oil_filter,oil_m,brandb,box,6.19,7.43,0.31,false,2025-10-25 00:00:00
139,sku-af-00139,air filter s - brandf series-2,air_filter,air_s,brandf,ea,6.13,7.36,0.42,false,2023-12-11 00:00:00
140,sku-cf-00140,cabin filter l - brandb series-1,cabin_filter,cabin_l,brandb,ea,11.64,13.97,0.56,false,2022-10-17 00:00:00
141,sku-ff-00141,fuel filter l - branda max,fuel_filter,fuel_l,branda,ea,11.17,15.08,1.08,false,2024-06-06 00:00:00
142,sku-of-00142,oil filter l - brandf series-2,oil_filter,oil_l,brandf,ea,9.35,14.02,1.15,false,2024-05-16 00:00:00
143,sku-of-00143,oil filter s - brandc pro,oil_filter,oil_s,brandc,ea,7.8,10.53,0.79,false,2022-07-27 00:00:00
144,sku-ff-00144,fuel filter s - branda series-2,fuel_filter,fuel_s,branda,ea,6.02,7.22,0.9,false,2023-08-17 00:00:00
145,sku-ef-00145,engine filter xl - branda series-3,engine_filter,engine_xl,branda,ea,13.12,15.74,1.73,false,2024-08-07 00:00:00
146,sku-ff-00146,fuel filter s - brande max,filter_misc,fuel_s,brande,ea,13.22,19.83,1.59,true,2025-08-02 00:00:00
147,sku-cf-00147,cabin filter l - brandd series-2,cabin_filter,cabin_l,brandd,ea,9.08,13.62,0.62,false,2023-09-06 00:00:00
148,sku-ef-00148,engine filter xl - brandd pro,engine_filter,engine_xl,brandd,ea,11.88,26.14,1.89,false,2024-07-21 00:00:00
149,sku-ff-00149,fuel filter m - brandc series-3,fuel_filter,fuel_m,brandc,box,15.24,18.29,1.77,false,2025-10-05 00:00:00
150,sku-ef-00150,engine filter s - brandd max,engine_filter,engine_s,brandd,ea,9.31,12.57,0.98,false,2024-05-09 00:00:00
151,sku-ef-00151,engine filter m - branda pro,engine_filter,engine_m,branda,ea,8.63,11.65,0.84,false,2023-04-18 00:00:00
152,sku-cf-00152,cabin filter s - brande series-3,cabin_filter,cabin_s,brande,ea,12.09,14.51,0.24,false,2023-06-24 00:00:00
153,sku-cf-00153,cabin filter xl - brandf pro,cabin_filter,cabin_xl,brandf,ea,9.74,21.43,0.25,false,2024-12-04 00:00:00
154,sku-of-00154,oil filter m - brandb series-2,oil_filter,oil_m,brandb,ea,7.87,17.31,0.91,false,2023-04-27 00:00:00
155,sku-ef-00155,engine filter xl - brande series-3,engine_filter,engine_xl,brande,ea,6.0,8.1,1.79,false,2022-09-13 00:00:00
156,sku-ef-00156,engine filter xl - brandf max,engine_filter,engine_xl,brandf,ea,10.12,13.66,1.43,false,2023-06-22 00:00:00
157,sku-ff-00157,fuel filter xl - brandc pro,fuel_filter,fuel_xl,brandc,ea,9.15,10.98,0.48,false,2024-06-10 00:00:00
158,sku-af-00158,air filter xl - brandh series-3,air_filter,air_xl,brandh,ea,7.09,8.51,0.82,false,2025-07-11 00:00:00
159,sku-tf-00159,transmission filter l - brandc series-3,transmission_filter,transmission_l,brandc,ea,14.91,17.89,2.18,false,2022-09-20 00:00:00
160,sku-cf-00160,cabin filter m - branda series-2,cabin_filter,cabin_m,branda,ea,17.25,23.29,0.58,false,2022-07-13 00:00:00
161,sku-tf-00161,transmission filter l - brandh series-1,transmission_filter,transmission_l,brandh,ea,7.0,10.5,0.9,false,2023-04-05 00:00:00
162,sku-ef-00162,engine filter s - brandf max,engine_filter,engine_s,brandf,ea,10.73,12.88,1.57,false,2022-06-06 00:00:00
163,sku-af-00163,air filter l - brandf pro,air_filter,air_l,brandf,ea,8.76,10.51,0.68,false,2023-01-08 00:00:00
164,sku-tf-00164,transmission filter s - branda series-1,transmission_filter,transmission_s,branda,ea,15.56,18.67,0.99,false,2022-11-11 00:00:00
165,sku-cf-00165,cabin filter l - branda max,cabin_filter,cabin_l,branda,box,11.06,13.27,1.03,false,2023-08-26 00:00:00
166,sku-tf-00166,transmission filter xl - brandf series-1,transmission_filter,transmission_xl,brandf,ea,25.58,30.7,1.19,false,2023-04-24 00:00:00
167,sku-af-00167,air filter m - brandb max,air_filter,air_m,brandb,box,9.9,6.77,1.05,false,2025-07-11 00:00:00
168,sku-af-00168,air filter xl - brandg series-2,air_filter,air_xl,brandg,ea,6.31,11.36,0.6,false,2022-12-09 00:00:00
169,sku-ff-00169,fuel filter l - branda series-3,fuel_filter,fuel_l,branda,ea,13.36,16.03,1.77,false,2022-04-25 00:00:00
170,sku-ff-00170,fuel filter l - brande pro,fuel_filter,fuel_l,brande,ea,9.77,14.65,1.9,false,2024-12-27 00:00:00
171,sku-ef-00171,engine filter s - brandh max,engine_filter,engine_s,brandh,ea,14.83,17.8,1.54,false,2025-03-04 00:00:00
172,sku-of-00172,oil filter xl - brandb series-3,oil_filter,oil_xl,brandb,box,6.26,9.39,0.5,false,2024-10-14 00:00:00
173,sku-of-00173,oil filter xl - branda max,oil_filter,oil_xl,branda,ea,7.13,10.7,1.06,false,2024-11-26 00:00:00
174,sku-of-00174,oil filter l - brandb max,oil_filter,oil_l,brandb,ea,7.68,10.37,1.12,false,2022-12-08 00:00:00
175,sku-cf-00175,cabin filter s - brandg pro,cabin_filter,cabin_s,brandg,box,7.34,8.81,0.4,false,2022-02-28 00:00:00
176,sku-af-00176,air filter xl - brandb series-3,air_filter,air_xl,brandb,ea,8.45,10.14,1.15,false,2025-12-06 00:00:00
177,sku-ef-00177,engine filter xl - brandf pro,engine_filter,engine_xl,brandf,ea,9.48,12.8,0.64,false,2024-05-12 00:00:00
178,sku-tf-00178,transmission filter xl - brandd max,transmission_filter,transmission_xl,brandd,ea,15.09,20.37,1.87,false,2025-07-18 00:00:00
179,sku-ef-00179,engine filter s - brandd series-2,engine_filter,engine_s,brandd,ea,6.0,9.0,0.54,false,2024-08-16 00:00:00
180,sku-cf-00180,cabin filter m - brandd series-2,cabin_filter,cabin_m,brandd,ea,9.3,12.56,0.39,false,2025-08-19 00:00:00
181,sku-ef-00181,engine filter m - branda pro,engine_filter,engine_m,branda,ea,14.29,19.29,1.25,false,2025-04-20 00:00:00
182,sku-of-00182,oil filter l - brandc series-2,oil_filter,oil_l,brandc,ea,15.11,20.4,0.9,false,2025-01-23 00:00:00
183,sku-tf-00183,transmission filter xl - brandb pro,transmission_filter,transmission_xl,brandb,box,20.77,28.04,2.82,false,2022-05-11 00:00:00
184,sku-of-00184,oil filter xl - brandh pro,oil_filter,oil_xl,brandh,ea,8.79,11.87,1.19,false,2023-09-29 00:00:00
185,sku-af-00185,air filter l - branda pro,air_filter,air_l,branda,ea,7.29,13.12,0.41,false,2024-01-29 00:00:00
186,sku-tf-00186,transmission filter xl - branda series-2,transmission_filter,transmission_xl,branda,ea,18.64,41.01,2.29,false,2022-10-11 00:00:00
187,sku-of-00187,oil filter l - brandb series-2,oil_filter,oil_l,brandb,ea,6.9,9.32,0.5,false,2025-01-30 00:00:00
188,sku-af-00188,air filter m - brandd series-2,air_filter,air_m,brandd,ea,9.01,7.28,1.1,false,2024-05-24 00:00:00
190,sku-cf-00190,cabin filter m - brandb series-1,cabin_filter,cabin_m,brandb,ea,9.77,13.19,1.0,false,2025-08-15 00:00:00
191,sku-af-00191,air filter l - brande series-3,air_filter,air_l,brande,ea,7.34,13.21,1.1,false,2025-01-05 00:00:00
192,sku-ff-00192,fuel filter xl - branda series-2,fuel_filter,fuel_xl,branda,ea,11.34,13.61,0.45,false,2022-02-03 00:00:00
193,sku-ef-00193,engine filter m - brandg pro,engine_filter,engine_m,brandg,box,12.18,16.44,0.76,true,2025-06-16 00:00:00
194,sku-cf-00194,cabin filter m - brande max,cabin_filter,cabin_m,brande,ea,14.97,22.46,0.91,false,2024-06-03 00:00:00
195,sku-cf-00195,cabin filter xl - brandb series-1,cabin_filter,cabin_xl,brandb,box,7.8,10.53,0.67,false,2022-05-19 00:00:00
196,sku-of-00196,oil filter l - brandb max,oil_filter,oil_l,brandb,ea,12.6,17.01,0.62,false,2022-06-28 00:00:00
197,sku-tf-00197,transmission filter s - brandf series-1,transmission_filter,transmission_s,brandf,ea,13.1,15.72,2.35,false,2025-11-21 00:00:00
198,sku-af-00198,air filter xl - branda max,air_filter,air_xl,branda,ea,8.47,11.43,0.8,false,2023-06-16 00:00:00
199,sku-ff-00199,fuel filter l - brandd series-2,fuel_filter,fuel_l,brandd,ea,14.26,19.25,0.41,false,2022-05-31 00:00:00
200,sku-ef-00200,engine filter l - brandd pro,engine_filter,engine_l,brandd,ea,14.24,19.22,1.83,false,2025-06-18 00:00:00
201,sku-ff-00201,fuel filter m - branda series-2,fuel_filter,fuel_m,branda,ea,13.0,17.55,1.77,false,2022-03-22 00:00:00
202,sku-of-00202,oil filter l - branda max,oil_filter,oil_l,branda,ea,5.87,7.92,0.45,false,2023-07-01 00:00:00
203,sku-of-00203,oil filter l - brandb pro,filter_misc,oil_l,brandb,box,11.1,13.32,0.74,false,2024-03-13 00:00:00
204,sku-af-00204,air filter s - brandf series-2,air_filter,air_s,brandf,ea,7.6,9.12,0.82,false,2025-06-21 00:00:00
205,sku-cf-00205,cabin filter xl - brandb series-1,cabin_filter,cabin_xl,brandb,ea,12.87,17.37,0.98,false,2022-04-19 00:00:00
206,sku-af-00206,air filter s - brandc series-1,air_filter,air_s,brandc,ea,11.04,14.9,0.5,false,2024-03-10 00:00:00
207,sku-of-00207,oil filter s - brandg pro,oil_filter,oil_s,brandg,ea,10.76,23.67,0.39,false,2025-12-01 00:00:00
